+-------------+--------------+-------------------------------------------------------------------------------+----------------+
| Last Name   | First Name   | Title                                                                         | Release Date   |
| Myers       | Charlotte    | Lily Anderson's Fairhaven Fields                                              | 1925-10-18     |
| Moore       | Natalie      | Realm of Welcoming Brookside Meadows                                          | 1940-09-22     |
| Price       | Samuel       | Guardians of Sprawling Ashwood Terrace                                        | 1991-04-18     |
| Cook        | Elizabeth    | In the Shadow of Peaceful Millstone Meadows                                   | 2015-10-07     |
| Murphy      | David        | Dreams of Pristine Exotic Silverlake Springs                                  | 1931-10-12     |
| Allen       | David        | Kingdom Harper Nelson                                                         | 1979-01-01     |
| Foster      | Samuel       | Quest for Lucas Thornton                                                      | 1971-09-11     |
| Sanchez     | Grace        | Dragon's Olivia Bennett                                                       | 1954-11-02     |
| Adams       | Jackson      | Grace Mitchell's Isolated Ashwood Terrace                                     | 2000-06-23     |
| Kelly       | Ella         | Beyond the Lucas Thornton                                                     | 1974-06-14     |
| Bailey      | Sophia       | Isabella Montgomery's Enigmatic Enchanting Contemporary Springvale Meadows    | 1962-07-01     |
| Ramos       | Mason        | Lily Anderson's Secluded Bustling Urban Birchwood Springs                     | 1925-11-04     |
| Parker      | Charlotte    | Ancient Lucas Thornton                                                        | 1912-07-02     |
| Scott       | James        | Voyage to Remote Whispering Pines                                             | 1911-06-17     |
| Gonzales    | Abigail      | Grace Mitchell's Remote Isolated Eclectic Autumnwood Grove                    | 1940-04-12     |
| Gray        | Lily         | Adventures in Caleb Reynolds                                                  | 2004-06-10     |
| Williams    | Isabella     | Dragon's Lucas Thornton                                                       | 1997-02-12     |
| Sanchez     | Michael      | Mystery Lily Anderson                                                         | 1952-11-05     |
| Rodriguez   | Jackson      | Starlight Elijah Turner                                                       | 1938-02-24     |
| King        | Emily        | Songs of Majestic Whimsical Greenbriar Estates                                | 1917-08-11     |
| Ramirez     | Daniel       | Voyage to Remote Isolated Harborview Point                                    | 1935-03-05     |
| Richardson  | Abigail      | Realm of Enigmatic Sunflower Valley                                           | 1925-06-11     |
| Lewis       | William      | Enchanted Wonderful Secluded Urban Millstone Meadows                          | 1968-04-11     |
| Hall        | Grace        | Samuel Griffin's Historical Pristine Tranquil Crestwood Hills                 | 1971-03-24     |
| Jones       | Andrew       | Forgotten Grace Mitchell                                                      | 1902-09-19     |
| Ross        | Grace        | Magic Ava Harrison                                                            | 2008-11-16     |
| Patel       | Abigail      | Sophia Parker's Tranquil Tranquil Idyllic Willowbrook Grove                   | 1995-08-11     |
| Brown       | Sophia       | Lost in Time Hidden Idyllic Historical Riverstone Ranch                       | 1974-03-02     |
| King        | Elizabeth    | Forgotten Pictorial Pictorial Lakeside Terrace                                | 1969-09-19     |
| Castillo    | Lily         | Gates of Grace Mitchell                                                       | 1916-11-10     |
| Garcia      | Lily         | City of Whispering Pines                                                      | 1992-05-07     |
| Reyes       | Sophia       | Legacy of Autumnwood Grove                                                    | 2013-10-09     |
| Cooper      | Harper       | Underneath Alexander Foster                                                   | 2014-10-13     |
| Ramos       | Harper       | Legends of Serene Lakeshore Landing                                           | 1948-02-16     |
| Phillips    | Harper       | Mia Sullivan's Timeless Inviting Fairhaven Fields                             | 2015-08-18     |
| Patel       | Charlotte    | Magic Lily Anderson                                                           | 2006-09-21     |
| Carter      | Grace        | Chronicles of Urban Vintage Brookside Meadows                                 | 1994-08-21     |
| Phillips    | Emma         | Hidden Alexander Foster                                                       | 1939-02-21     |
| Campbell    | Scarlett     | Lost in Time Caleb Reynolds                                                   | 1931-09-17     |
| Walker      | Elijah       | Songs from Caleb Reynolds                                                     | 1994-01-18     |
| Peterson    | Emily        | Chronicles of the Emily Hayes                                                 | 1982-08-10     |
